"subject","activity","FreqBodyAcc","FreqBodyAccJerk","FreqBodyAccMag","FreqBodyBodyAccJerkMag","FreqBodyBodyGyroJerkMag","FreqBodyBodyGyroMag","FreqBodyGyro","TimeBodyAcc","TimeBodyAccJerk","TimeBodyAccJerkMag","TimeBodyAccMag","TimeBodyGyro","TimeBodyGyroJerk","TimeBodyGyroJerkMag","TimeBodyGyroMag","TimeGravityAcc","TimeGravityAccMag"
1,"LAYING",-0.627342269754667,-0.954952638133333,-0.9921766555,-0.387287650003,-0.237934596942,-0.531461768861,-0.930582761631,1.02330404462177,-0.1916563854317,0.0054743031,-0.066877616586,-0.113621874564333,-0.140811177341,0.038495554114,-0.095300976644,-0.00450591208786667,0.0054743031
1,"SITTING",-0.643713235025177,-0.988129652553192,-0.996273242340426,-0.491018877691489,-0.146106063294681,-0.615770608595745,-0.980051875496454,0.696359347870106,-0.184828281912624,-0.00917666376808511,0.0602782655297872,-0.145843437582979,-0.208864117430851,0.0268382479237234,-0.0455727627989362,0.052762587306383,-0.00917666376808511
1,"STANDING",-0.706205352855031,-0.994130979779874,-0.999675774433962,-0.593923348037736,-0.357797440890566,-0.700483155518868,-0.990552410408805,0.859403053284591,-0.051204919458478,-0.0038962421764151,-0.132823788125472,-0.127551814624811,-0.275098658888365,0.0635485430820755,-0.0915585443716981,-0.00457108888522013,-0.0038962421764151
1,"WALKING",-0.177925597199404,-0.408461195989388,-0.854626134,-0.692078157157895,-0.393842763226842,-0.291222358658474,-0.491909385451404,0.310843096303333,0.0376177896287719,0.0851597550133158,-0.203072607713632,-0.0619171557862632,-0.0564539603533333,-0.0120242558757895,-0.010378238556,-0.0337802653149123,0.0851597550133158
1,"WALKING_DOWNSTAIRS",-0.0270326817069388,-0.343298260486973,-0.752921906836735,-0.597975428581633,-0.632770476806122,-0.367974858326531,-0.414061846937075,0.700289827206364,-0.0225984645020408,-0.00711295683510204,-0.246477035256122,-0.122627591233673,-0.183849653131395,0.0637890814693877,0.0470399402459184,-0.0828793597489796,-0.00711295683510204
1,"WALKING_UPSTAIRS",-0.278425427767767,-0.587139213616352,-0.922977518867925,-0.44090820539434,-0.328565529762264,-0.525216511320755,-0.622519676918239,0.463249752194937,-0.15372997865283,-0.0205229233066038,-0.271335597590566,-0.0764333425748428,-0.196716120539528,-0.0734721431141509,-0.147097865818868,-0.0859920335745283,-0.0205229233066038
2,"LAYING",-0.659717148497326,-0.990195503159722,-0.9986632128125,-0.507576077415937,-0.2866109436625,-0.68481419325,-0.986787510347222,1.19698493149861,-0.29404482254934,-0.0279579369375,-0.027589301803125,-0.136267517522569,-0.187333050245833,-0.0121488759802083,-0.0700993864552083,-0.0862740772559722,-0.0279579369375
2,"SITTING",-0.690513008021377,-0.98915230865942,-0.998902040978261,-0.47240054087663,-0.288980730906522,-0.70270522923913,-0.985122215181159,0.860893134331522,-0.140745924446268,0.0267080539858696,-0.0302487728913043,-0.159889019874275,-0.248726802880072,0.0209471367065217,-0.0409680739086957,0.00698076278893478,0.0267080539858696
2,"STANDING",-0.687126182656944,-0.984881901111111,-0.998613171851852,-0.462782139324074,-0.485866745432407,-0.5925334775,-0.979035588209877,1.02771836998179,0.00698683250697531,-0.0084918507537037,-0.166552486931481,-0.106173797025463,-0.269646281654938,0.0369729428009259,-0.0718274588555556,0.0201828888901235,-0.0084918507537037
2,"WALKING",-0.214817898045565,-0.505861208353107,-0.883625596525424,-0.631029797118644,-0.694222384661017,-0.185651733274576,-0.633277896949153,0.454781411680904,-0.0827808272877119,0.0320607663313559,-0.0842667766779661,-0.048837256445904,-0.0918302748601695,0.0158614712788136,-0.0544566944491525,0.00365328201384181,0.0320607663313559
2,"WALKING_DOWNSTAIRS",0.0823234554124113,-0.239757696483688,-0.759966013510638,-0.596663883723404,-0.45216423897234,-0.0898386435439362,-0.418512825502482,0.86408461188156,0.0506263945963475,0.0666810403659574,0.0117797601712766,-0.0471804201347518,-0.0486624202421986,0.0838742891382979,-0.0108553928564894,-0.0889015247606383,0.0666810403659574
2,"WALKING_UPSTAIRS",-0.12064649507816,-0.477290748886111,-0.757174845239583,-0.612492321666667,-0.458539165104167,-0.402697441855833,-0.556921656993056,0.628143728535347,-0.0263245692636458,0.0122391241785312,-0.0656131030520833,-0.0484964265669097,-0.00174585333263889,0.0618376701458333,0.00178327521875,-0.164314071851736,0.0122391241785312
3,"LAYING",-0.666926038986559,-0.984736865268817,-0.998807227016129,-0.57499714701129,-0.400376113127419,-0.592491494564516,-0.980917612741935,1.36208067625618,-0.353424893676614,-0.00631566809758064,0.00725320003846774,-0.164515201214866,-0.180070647380645,0.0286031182064516,-0.0525592222766129,-0.0788696003432796,-0.00631566809758064
3,"SITTING",-0.659717146379487,-0.973390955179487,-0.994972454615385,-0.3315483329,-0.243940676586538,-0.584826574461538,-0.969058336602564,1.03072109323814,-0.117030214008814,-0.00189293136538461,0.0734537892326923,-0.166114188586026,-0.252584651490609,0.000409697170192307,-0.0804572386788461,0.0536379033166346,-0.00189293136538461
3,"STANDING",-0.663340923806776,-0.969523578278689,-0.995763526639344,-0.437655772401639,-0.329362434485598,-0.565259712155738,-0.94250907920765,1.19955743203136,-0.11052455407847,0.0145537356857377,-0.0122627681279508,-0.158935679568552,-0.217585956244809,0.0409296515868033,-0.0495957706402459,-0.0614330703139344,0.0145537356857377
3,"WALKING",-0.232955990033161,-0.502737719140805,-0.915727299224138,-0.622196516896552,-0.483542216965517,-0.0195327053181034,-0.63222774158046,0.630893181964425,0.0128863543503736,0.0382432467474138,-0.105735249858621,-0.0841707549862069,-0.123585628660144,-0.00887894321724138,0.12909915585431,-0.0503885605287356,0.0382432467474138
3,"WALKING_DOWNSTAIRS",-0.124535487926442,-0.442582156114286,-0.88350702622449,-0.678524934183673,-0.574825364704082,-0.353719433081633,-0.514036189319048,1.01658636439044,0.0318479274071769,-0.00291640433571429,-0.0823364833479592,-0.0508226937629592,-0.103883342605612,-0.00624201711428572,-0.065756153744898,-0.0578953257115646,-0.00291640433571429
3,"WALKING_UPSTAIRS",-0.261939593865537,-0.61593614282709,-0.91842372720339,-0.559980339711864,-0.502032241900847,-0.318247249664407,-0.639393659531073,0.800870105157966,0.00678546945355932,-0.0603259773161017,-0.121958625852186,-0.0438899109138418,-0.157315417031921,-0.0167577584271186,-0.0754643089491525,-0.0982966537316384,-0.0603259773161017
4,"LAYING",-0.673345187641975,-0.979115836419753,-0.998595838333333,-0.442064753993519,-0.173737312638889,-0.529509840962963,-0.97900793058642,1.53061235694537,-0.260562877305485,-0.0298493189422222,0.0325361732009259,-0.110152893460494,-0.182160707713858,0.0222330251611111,-0.0982163840046296,-0.0928870921751543,-0.0298493189422222
4,"SITTING",-0.675245239587067,-0.977250831133333,-0.9967632458,-0.333038383491,-0.19727363562,-0.4721041070158,-0.972308520366667,1.196365114647,-0.225542257488833,-0.04093124464,0.154453363066,-0.133433193392133,-0.202458816594267,0.01956264091,-0.09117139582,-0.002799740783851,-0.04093124464
4,"STANDING",-0.668655178616667,-0.972987281994048,-0.995565790089286,-0.254557799816071,-0.340808411364732,-0.589733400559821,-0.947872367380952,1.36632209405896,-0.211210148697896,-0.0122953910919643,0.0631117625714286,-0.116486552146429,-0.162066811106607,0.0371029990733036,-0.0517143986763393,-0.0271731833482143,-0.0122953910919643
4,"WALKING",-0.327214427302778,-0.592195268330556,-0.948298064833333,-0.66092408425,-0.4115685407825,-0.021059705815,-0.689159696444444,0.785251505241528,-0.0735179427294445,-0.08074084769275,0.2353932762265,0.00378467917091667,-0.0814520266627778,0.113570246803333,-0.0112858795558333,0.0544210404205556,-0.08074084769275
4,"WALKING_DOWNSTAIRS",-0.111633933943333,-0.488377683132222,-0.821357738333333,-0.609677905733333,-0.489968346695667,-0.340863212037778,-0.590148089235556,1.19576322434519,0.0430904303947778,-0.0244606670543333,0.212468696430778,-0.00927429285888889,-0.0577714165696296,0.0244053430222222,-0.07694773816,0.0744762819248148,-0.0244606670543333
4,"WALKING_UPSTAIRS",-0.222139755568974,-0.594725422553397,-0.858412413653846,-0.359541523795288,-0.543673106125,-0.5257556965,-0.634358346923077,0.986623961455788,-0.0992873951342949,0.0190219892346154,0.123788756814423,-0.0275573269215128,-0.0418765269759744,0.0249442620793269,0.00436043520673077,-0.0141765842923077,0.0190219892346154
5,"LAYING",-0.609540247551282,-0.98581525400641,-0.998781418076923,-0.542246935163462,-0.254895358615385,-0.558914649673077,-0.982856900544872,1.69769299999359,-0.16898515931609,-0.00558941767307692,0.0738925029240385,-0.145318545631763,-0.252449090273077,0.0612674450836538,0.0381567977759615,-0.0361497664939103,-0.00558941767307692
